term	ia
GO:0000950	0.0
GO:0000951	0.0
GO:0000952	0.0
GO:0000953	0.0
GO:0000954	0.0
GO:0000955	5.584962500721156
GO:0000956	0.36923380966571906
GO:0000957	0.0
GO:0000958	0.0
GO:0000959	4.441227023259707
GO:0000960	5.672425341971495
GO:0000961	0.0
GO:0000962	0.0
GO:0000963	0.0
GO:0000964	0.0
GO:0000965	0.22239242133644802
GO:0000966	4.543031820255238
GO:0000967	0.0
GO:0000968	0.0
GO:0000969	0.0
GO:0000970	0.0
GO:0000971	0.0
GO:0000972	7.741466986401147
GO:0000973	0.0
GO:0001014	0.0
GO:0001015	0.0
GO:0001059	7.129283016944966
GO:0001060	7.129283016944966
GO:0001079	0.0
GO:0001080	0.0
GO:0001081	0.0
GO:0001100	0.5849625007211563
GO:0001101	5.4928546201747475
GO:0001109	6.129283016944966
GO:0001110	0.0
GO:0001111	0.0
GO:0001112	0.0
GO:0001113	1.0
GO:0001115	9.430452551665532
GO:0001116	0.0
GO:0001117	0.0
GO:0001118	0.0
GO:0001119	0.0
GO:0001120	0.0
GO:0001171	2.9068905956085187
GO:0001172	6.139551352398794
GO:0001173	4.129283016944966
GO:0001174	0.0
GO:0001175	0.0
GO:0001177	10.28886607416582
GO:0001178	5.285402218862249
GO:0001182	0.0
GO:0001188	0.5849625007211563
GO:0001192	3.807354922057604
GO:0001193	0.0
GO:0001195	0.0
GO:0001325	3.035623909730721
GO:0001326	6.266786540694901
GO:0001402	0.0
GO:0001403	0.0
GO:0001407	3.700439718141092
GO:0001408	1.5145731728297582
GO:0001410	0.0
GO:0001501	2.933970129664803
GO:0001502	0.0
GO:0001503	4.296188774088485
GO:0001504	0.0
GO:0001505	4.928107081518214
GO:0001507	0.0
GO:0001508	2.0204641025597154
GO:0001510	0.029146345659516508
GO:0001514	0.0
GO:0001516	0.0
GO:0001519	0.0
GO:0001522	2.9848931076097918
GO:0001523	0.07038932789139803
GO:0001525	0.03316686393519929
GO:0001539	3.4083921856368313
GO:0001541	1.0
GO:0001542	0.0
GO:0001543	0.0
GO:0001544	1.5849625007211563
GO:0001545	0.0
GO:0001546	0.0
GO:0001547	0.0
GO:0001548	0.0
GO:0001549	0.0
GO:0001550	0.0
GO:0001551	1.5849625007211563
GO:0001552	3.807354922057604
GO:0001553	1.5849625007211563
GO:0001554	0.5849625007211563
GO:0001555	0.0
GO:0001556	0.0
GO:0001558	0.023207391161325235
GO:0001560	3.321928094887362
GO:0001561	2.584962500721156
GO:0001562	7.011227255423254
GO:0001563	0.0
GO:0001568	0.11150831521699037
GO:0001569	0.5849625007211563
GO:0001570	1.9541963103868754
GO:0001572	0.0
GO:0001573	1.0
GO:0001574	0.0
GO:0001575	3.9068905956085187
GO:0001576	0.0
GO:0001578	2.1617510699966123
GO:0001579	4.523561956057013
GO:0001580	0.0
GO:0001581	0.0
GO:0001582	0.0
GO:0001583	0.0
GO:0001649	0.06711419585853691
GO:0001654	0.0
GO:0001655	7.181897643108388
GO:0001656	1.8073549220576042
GO:0001657	0.1154772174199359
GO:0001658	0.0
GO:0001659	7.129283016944966
GO:0001660	0.0
GO:0001661	0.0
GO:0001662	0.0
GO:0001666	0.0
GO:0001667	2.3173408253917103
GO:0001675	0.0
GO:0001676	1.3667823306716227
GO:0001677	2.584962500721156
GO:0001678	0.24792751344358557
GO:0001680	1.8073549220576042
GO:0001682	0.3219280948873623
GO:0001692	0.0
GO:0001694	0.0
GO:0001695	0.0
GO:0001696	0.0
GO:0001697	0.0
GO:0001698	0.0
GO:0001699	0.0
GO:0001700	5.523561956057013
GO:0001701	2.137503523749935
GO:0001702	4.357552004618084
GO:0001703	5.357552004618084
GO:0001704	0.0
GO:0001705	0.0
GO:0001706	0.0
GO:0001707	0.0
GO:0001708	2.4329594072761065
GO:0001709	3.1699250014423126
GO:0001710	0.0
GO:0001711	0.0
GO:0001712	0.0
GO:0001713	0.0
GO:0001714	0.0
GO:0001715	0.0
GO:0001717	1.0
GO:0001720	1.0
GO:0001731	0.2630344058337938
GO:0001732	1.5849625007211563
GO:0001736	0.0
GO:0001737	0.0
GO:0001738	2.5324950808270206
GO:0001742	9.445014845868423
GO:0001743	0.0
GO:0001744	0.0
GO:0001745	0.0
GO:0001746	0.0
GO:0001748	10.276124405274238
GO:0001751	0.0
GO:0001752	0.0
GO:0001754	0.0
GO:0001755	0.0
GO:0001756	0.0
GO:0001757	0.0
GO:0001759	0.0
GO:0001762	3.9068905956085187
GO:0001763	4.24031432933371
GO:0001764	0.8930847960834881
GO:0001765	0.0
GO:0001766	1.0
GO:0001767	0.4150374992788438
GO:0001768	0.0
GO:0001769	0.0
GO:0001770	0.0
GO:0001771	0.0
GO:0001773	2.700439718141092
GO:0001774	0.0
GO:0001775	2.7210626245152025
GO:0001776	2.078002512001273
GO:0001777	0.0
GO:0001778	0.08246216019197299
GO:0001779	0.5849625007211563
GO:0001780	0.0
GO:0001781	0.0
GO:0001782	2.321928094887362
GO:0001783	1.5849625007211563
GO:0001787	1.0
GO:0001788	0.0
GO:0001794	0.0
GO:0001795	2.0
GO:0001796	0.0
GO:0001797	0.0
GO:0001798	0.0
GO:0001799	1.0
GO:0001800	0.0
GO:0001801	0.0
GO:0001802	2.0
GO:0001803	1.0
GO:0001804	0.0
GO:0001805	0.0
GO:0001806	0.0
GO:0001807	1.0
GO:0001808	0.0
GO:0001809	0.0
GO:0001810	1.0
GO:0001811	0.0
GO:0001812	0.0
GO:0001813	0.0
GO:0001814	0.0
GO:0001815	0.0
GO:0001816	3.268488835925902
GO:0001817	0.7719254325200063
GO:0001818	0.01826220639272835
GO:0001819	0.04379511787968478
GO:0001820	0.0
GO:0001821	0.0
GO:0001822	0.08880926695785589
GO:0001823	1.9772799234999165
GO:0001824	0.7369655941662062
GO:0001825	0.0
GO:0001826	2.0
GO:0001827	0.0
GO:0001828	0.0
GO:0001829	0.0
GO:0001830	0.0
GO:0001831	0.0
GO:0001832	0.0
GO:0001833	1.0
GO:0001834	0.0
GO:0001835	0.0
GO:0001836	0.6918777046376681
GO:0001837	0.28540221886224837
GO:0001838	0.0
GO:0001839	0.0
GO:0001840	3.807354922057604
GO:0001841	0.0
GO:0001842	0.0
GO:0001843	0.0
GO:0001844	0.0
GO:0001845	0.0
GO:0001865	3.4594316186372973
GO:0001866	0.0
GO:0001867	0.2630344058337938
GO:0001868	1.415037499278844
GO:0001869	0.0
GO:0001870	0.0
GO:0001878	4.321928094887363
GO:0001879	0.0
GO:0001880	0.0
GO:0001881	0.9510903995190535
GO:0001885	0.058893689053568565
GO:0001886	0.0
GO:0001887	11.610102062999664
GO:0001889	0.0
GO:0001890	5.4020984435713455
GO:0001892	0.0
GO:0001893	0.0
GO:0001894	0.0
GO:0001895	0.5755021714720899
GO:0001896	8.066089190457772
GO:0001897	0.0
GO:0001905	4.523561956057013
GO:0001906	6.877948699044631
GO:0001907	6.169925001442312
GO:0001909	0.0
GO:0001910	0.08926733809708741
GO:0001911	0.0
GO:0001912	0.0
GO:0001913	0.0
GO:0001914	0.0
GO:0001915	0.19264507794239588
GO:0001916	0.0
GO:0001919	5.7021726853655474
GO:0001920	0.4150374992788438
GO:0001921	0.0
GO:0001922	0.0
GO:0001923	0.0
GO:0001924	3.321928094887362
GO:0001925	0.0
GO:0001926	0.0
GO:0001927	0.0
GO:0001928	0.0
GO:0001929	0.0
GO:0001930	0.0
GO:0001932	0.026605356582169528
GO:0001933	0.0
GO:0001934	0.0
GO:0001935	1.0
GO:0001936	0.8966222601546914
GO:0001937	0.0
GO:0001938	0.0
GO:0001941	0.0
GO:0001942	0.0
GO:0001944	0.8426879951698847
GO:0001945	3.596935142387232
GO:0001946	0.0
GO:0001947	0.0
GO:0001949	0.0
GO:0001951	0.0
GO:0001952	0.6874097696919739
GO:0001953	0.058893689053568565
GO:0001954	0.0
GO:0001955	0.5849625007211563
GO:0001956	0.0
GO:0001957	0.0
GO:0001958	0.0
GO:0001959	0.07400058144377693
GO:0001960	0.0
GO:0001961	0.0
GO:0001963	2.9068905956085187
GO:0001964	1.3219280948873622
GO:0001966	5.614709844115208
GO:0001967	2.321928094887362
GO:0001969	2.9068905956085187
GO:0001970	0.0
GO:0001971	0.0
GO:0001973	0.0
GO:0001974	2.807354922057604
GO:0001975	0.0
GO:0001976	0.0
GO:0001977	0.0
GO:0001978	0.0
GO:0001979	1.0
GO:0001980	1.0
GO:0001981	0.0
GO:0001982	0.0
GO:0001983	0.0
GO:0001984	0.0
GO:0001985	0.0
GO:0001986	0.0
GO:0001987	0.0
GO:0001988	0.0
GO:0001989	0.0
GO:0001990	0.0
GO:0001991	0.6780719051126377
GO:0001992	3.9068905956085187
GO:0001993	3.9068905956085187
GO:0001994	0.0
GO:0001995	0.0
GO:0001996	0.0
GO:0001997	0.0
GO:0001998	0.0
GO:0001999	0.0
GO:0002000	0.0
GO:0002001	0.0
GO:0002002	0.3219280948873623
GO:0002003	0.0
GO:0002004	0.0
GO:0002006	0.0
GO:0002007	0.0
GO:0002008	0.0
GO:0002009	0.03518942846229998
GO:0002010	0.0
GO:0002011	1.816288046827612
GO:0002012	0.0
GO:0002013	0.0
GO:0002014	0.0
GO:0002015	0.0
GO:0002016	2.0
GO:0002017	0.0
GO:0002018	0.0
GO:0002019	1.0
GO:0002021	3.0588936890535687
GO:0002022	0.0
GO:0002023	0.0
GO:0002024	0.0
GO:0002025	0.0
GO:0002026	2.678071905112638
GO:0002027	0.2720795454368008
GO:0002028	2.396352936013917
GO:0002029	0.0
GO:0002030	0.0
GO:0002031	0.22239242133644802
GO:0002032	0.0
GO:0002033	0.0
GO:0002034	0.0
GO:0002035	0.0
GO:0002036	2.321928094887362
GO:0002037	0.0
GO:0002038	0.0
GO:0002040	1.5682837595745258
GO:0002041	6.426264754702098
GO:0002042	0.0
GO:0002043	0.3219280948873623
GO:0002044	0.0
GO:0002045	0.0
GO:0002047	0.0
GO:0002048	0.0
GO:0002049	0.0
GO:0002050	0.0
GO:0002051	1.0
GO:0002052	0.0
GO:0002053	0.7369655941662062
GO:0002062	0.5849625007211563
GO:0002063	1.8073549220576042
GO:0002064	0.18442457113742744
GO:0002065	3.106199403831925
GO:0002066	0.0
GO:0002067	1.3625700793847082
GO:0002068	0.0
GO:0002069	0.0
GO:0002070	0.0
GO:0002071	0.0
GO:0002072	0.0
GO:0002074	0.0
GO:0002075	4.087462841250339
GO:0002076	2.0
GO:0002077	0.0
GO:0002078	0.0
GO:0002082	0.6780719051126377
GO:0002084	0.0
GO:0002085	0.0
GO:0002086	0.0
GO:0002087	0.0
GO:0002088	3.1292830169449664
GO:0002089	0.0
GO:0002090	0.8249132934419087
GO:0002091	0.1069152039165119
GO:0002092	0.07400058144377693
GO:0002093	0.0
GO:0002097	2.893084796083488
GO:0002098	0.4854268271702417
GO:0002099	2.807354922057604
GO:0002100	0.0
GO:0002101	1.222392421336448
GO:0002103	1.0
GO:0002104	0.0
GO:0002105	0.0
GO:0002106	0.0
GO:0002107	0.0
GO:0002108	2.0
GO:0002109	2.807354922057604
GO:0002110	0.0
GO:0002115	4.029747343394052
GO:0002117	0.0
GO:0002118	5.614709844115208
GO:0002119	0.0
GO:0002121	0.0
GO:0002122	0.0
GO:0002123	0.0
GO:0002124	0.0
GO:0002125	0.0
GO:0002126	0.0
GO:0002127	0.0
GO:0002128	3.584962500721156
GO:0002129	0.0
GO:0002130	1.0
GO:0002131	0.0
GO:0002132	0.0
GO:0002136	1.5849625007211563
GO:0002138	0.0
GO:0002143	1.5849625007211563
GO:0002148	2.807354922057604
GO:0002149	0.0
GO:0002150	0.0
GO:0002152	3.0
GO:0002154	3.9541963103868754
GO:0002155	9.077705874796385
GO:0002156	0.0
GO:0002157	0.0
GO:0002158	3.9068905956085187
GO:0002159	0.0
GO:0002160	0.0
GO:0002164	2.807354922057604
GO:0002165	2.807354922057604
GO:0002168	0.0
GO:0002174	2.321928094887362
GO:0002175	0.0
GO:0002176	0.0
GO:0002181	1.6835263352047458
GO:0002182	1.0
GO:0002183	0.0
GO:0002184	0.0
GO:0002188	3.321928094887362
GO:0002190	2.321928094887362
GO:0002191	1.3219280948873622
GO:0002192	0.0
GO:0002194	8.294620748891626
GO:0002195	5.700439718141092
GO:0002200	1.4854268271702418
GO:0002201	3.321928094887362
GO:0002202	3.321928094887362
GO:0002203	0.0
GO:0002204	0.0
GO:0002205	0.0
GO:0002206	0.0
GO:0002207	0.0
GO:0002208	0.0
GO:0002209	2.321928094887362
GO:0002210	1.0
GO:0002211	0.0
GO:0002212	0.0
GO:0002213	8.519636252843213
GO:0002215	8.519636252843213
GO:0002218	0.01837852931485452
GO:0002220	0.13124453327825267
GO:0002221	0.13750352374993496
GO:0002222	2.807354922057604
GO:0002223	0.0
GO:0002224	1.7369655941662063
GO:0002225	0.0
GO:0002227	0.0
GO:0002228	0.07038932789139803
GO:0002229	0.0
GO:0002230	0.3103401206121506
GO:0002231	0.0
GO:0002232	0.5849625007211563
GO:0002233	0.0
GO:0002234	0.0
GO:0002235	0.0
GO:0002236	0.0
GO:0002237	0.22826898767311726
GO:0002238	1.0
GO:0002239	9.011227255423254
GO:0002240	0.0
GO:0002241	2.0
GO:0002242	0.0
GO:0002243	0.0
GO:0002244	3.1799090900149345
GO:0002246	0.0
GO:0002247	1.0
GO:0002248	0.0
GO:0002249	3.321928094887362
GO:0002250	3.056075924406089
GO:0002251	4.165700415580587
GO:0002252	2.6208076996678784
GO:0002253	0.4104647694890197
GO:0002254	0.0
GO:0002255	1.0
GO:0002256	0.0
GO:0002257	0.0
GO:0002258	0.0
GO:0002259	1.0
GO:0002260	0.84799690655495
GO:0002261	2.321928094887362
GO:0002262	0.203533394085132
GO:0002263	0.3033921434499348
GO:0002264	0.0
GO:0002265	0.4150374992788438
GO:0002266	7.546894459887636
GO:0002267	0.0
GO:0002268	0.0
GO:0002269	1.3219280948873622
GO:0002270	7.108524456778169
GO:0002271	0.0
GO:0002272	0.0
GO:0002273	0.0
GO:0002274	1.408084738637077
GO:0002275	0.06711419585853691
GO:0002276	0.0
GO:0002277	0.0
GO:0002278	0.0
GO:0002279	0.0
GO:0002280	0.0
GO:0002281	0.0
GO:0002282	1.0
GO:0002283	0.0
GO:0002284	0.0
GO:0002285	0.0
GO:0002286	0.08746284125033943
GO:0002287	0.0
GO:0002288	0.0
GO:0002289	0.0
GO:0002290	0.0
GO:0002291	2.415037499278844
GO:0002292	0.0
GO:0002293	0.0
GO:0002294	0.0
GO:0002295	0.0
GO:0002296	0.0
GO:0002297	0.0
GO:0002298	0.0
GO:0002299	3.4594316186372973
GO:0002300	0.0
GO:0002301	0.0
GO:0002302	0.0
GO:0002303	0.0
GO:0002304	0.0
GO:0002305	0.0
GO:0002306	1.0
GO:0002307	0.0
GO:0002308	0.0
GO:0002309	0.0
GO:0002310	0.0
GO:0002311	0.0
GO:0002312	0.0
GO:0002313	0.0
GO:0002314	0.0
GO:0002315	0.0
GO:0002316	0.0
GO:0002317	0.0
GO:0002318	4.0
GO:0002319	0.0
GO:0002320	2.415037499278844
GO:0002321	1.5849625007211563
GO:0002322	0.5849625007211563
GO:0002323	0.2630344058337938
GO:0002324	0.0
GO:0002325	0.0
GO:0002326	0.0
GO:0002327	2.1699250014423126
GO:0002328	1.5849625007211563
GO:0002329	1.0
GO:0002330	0.0
GO:0002331	0.0
GO:0002332	1.0
GO:0002333	0.0
GO:0002334	0.0
GO:0002335	3.1699250014423126
GO:0002336	0.0
GO:0002337	0.0
GO:0002338	0.0
GO:0002339	3.1699250014423126
GO:0002340	0.0
GO:0002341	0.0
GO:0002342	0.0
GO:0002343	0.0
GO:0002344	0.0
GO:0002345	0.0
GO:0002346	0.0
GO:0002347	4.574470126903514
GO:0002348	0.0
GO:0002349	0.5849625007211563
GO:0002350	0.0
GO:0002351	1.5849625007211563
GO:0002352	0.0
GO:0002353	0.0
GO:0002354	0.0
GO:0002355	0.3219280948873623
GO:0002356	0.0
GO:0002357	0.2995602818589078
GO:0002358	1.0
GO:0002359	3.1699250014423126
GO:0002360	0.0
GO:0002361	0.0
GO:0002362	0.0
GO:0002363	0.0
GO:0002364	0.0
GO:0002365	0.0
GO:0002366	0.03316686393519929
GO:0002367	0.0
GO:0002368	0.0
GO:0002369	0.0
GO:0002370	0.0
GO:0002371	0.0
GO:0002372	0.0
GO:0002373	0.0
GO:0002376	3.9201062151126824
GO:0002377	0.19264507794239588
GO:0002381	0.0
GO:0002382	0.0
GO:0002383	4.247927513443585
GO:0002384	3.2479275134435857
GO:0002385	0.07800251200127321
GO:0002387	7.413627929024172
GO:0002388	1.0
GO:0002389	0.0
GO:0002391	1.5849625007211563
GO:0002393	1.5849625007211563
GO:0002394	0.0
GO:0002395	0.0
GO:0002396	6.22881869049588
GO:0002397	1.0
GO:0002398	2.0
GO:0002399	0.6780719051126377
GO:0002400	0.0
GO:0002401	0.0
GO:0002402	0.0
GO:0002403	0.0
GO:0002404	4.169925001442312
GO:0002405	0.0
GO:0002406	0.0
GO:0002407	0.0
GO:0002408	0.0
GO:0002409	1.5849625007211563
GO:0002410	2.0
GO:0002411	0.0
GO:0002412	0.0
GO:0002413	0.0
GO:0002414	2.4594316186372973
GO:0002415	0.0
GO:0002416	1.0
GO:0002417	0.0
GO:0002418	0.22239242133644802
GO:0002419	0.0
GO:0002420	0.0
GO:0002421	0.0
GO:0002423	1.0
GO:0002424	0.3219280948873623
GO:0002425	0.0
GO:0002426	0.0
GO:0002427	0.0
GO:0002428	0.0
GO:0002429	0.0
GO:0002430	4.035623909730721
GO:0002431	5.357552004618084
GO:0002432	0.0
GO:0002433	0.5849625007211563
GO:0002434	5.7279204545632
GO:0002435	0.0
GO:0002436	1.0
GO:0002437	1.7004397181410922
GO:0002438	0.0
GO:0002439	0.0
GO:0002440	2.523561956057013
GO:0002441	0.0
GO:0002442	0.0
GO:0002443	1.0
GO:0002444	1.3356030317844387
GO:0002445	0.0
GO:0002446	1.070389327891398
GO:0002447	2.3923174227787602
GO:0002448	1.5849625007211563
GO:0002449	0.47999294111961377
GO:0002450	1.0
GO:0002451	0.0
GO:0002452	2.0
GO:0002453	0.0
GO:0002454	0.0
GO:0002455	0.0
GO:0002456	1.070389327891398
GO:0002457	1.0
GO:0002458	0.0
GO:0002459	5.357552004618084
GO:0002460	0.3575520046180836
GO:0002461	0.0
GO:0002462	1.5849625007211563
GO:0002463	0.0
GO:0002464	0.0
GO:0002465	0.5849625007211563
GO:0002466	0.0
GO:0002467	1.5849625007211563
GO:0002468	3.070389327891398
GO:0002469	0.3219280948873623
GO:0002470	1.3219280948873622
GO:0002471	5.392317422778761
GO:0002472	5.392317422778761
GO:0002473	5.392317422778761
GO:0002474	1.1699250014423124
GO:0002475	2.807354922057604
GO:0002476	0.0
GO:0002477	0.0
GO:0002478	0.0
GO:0002479	1.5849625007211563
GO:0002480	1.5849625007211563
GO:0002481	1.5849625007211563
GO:0002482	1.5849625007211563
GO:0002483	0.0
GO:0002484	1.0
GO:0002485	1.0
GO:0002486	0.0
GO:0002487	3.0
GO:0002488	1.3219280948873622
GO:0002489	0.0
GO:0002490	1.0
GO:0002491	0.0
GO:0002492	0.0
GO:0002493	0.0
GO:0002494	0.0
GO:0002495	0.0
GO:0002496	1.5849625007211563
GO:0002497	0.0
GO:0002498	0.0
GO:0002499	0.0
GO:0002500	0.0
GO:0002501	0.0
GO:0002502	0.0
GO:0002503	0.0
GO:0002504	1.691877704637668
GO:0002505	3.700439718141092
GO:0002507	1.4854268271702418
GO:0002508	2.321928094887362
GO:0002509	0.0
GO:0002510	0.0
GO:0002511	0.0
GO:0002512	0.0
GO:0002513	2.321928094887362
GO:0002514	2.321928094887362
GO:0002515	0.0
GO:0002516	0.0
GO:0002517	3.321928094887362
GO:0002518	3.807354922057604
GO:0002519	1.3219280948873622
GO:0002520	1.4964258261194987
GO:0002521	0.8579809951275721
GO:0002522	3.1699250014423126
GO:0002523	0.6520766965796931
GO:0002524	0.3219280948873623
GO:0002525	4.0
GO:0002526	2.0
GO:0002527	1.0
GO:0002528	0.0
GO:0002529	0.0
GO:0002530	0.0
GO:0002531	0.0
GO:0002532	3.700439718141092
GO:0002533	0.0
GO:0002534	0.0
GO:0002536	0.0
GO:0002537	1.5849625007211563
GO:0002538	1.5849625007211563
GO:0002539	0.0
GO:0002540	0.0
GO:0002541	0.5849625007211563
GO:0002542	0.0
GO:0002543	0.5849625007211563
GO:0002544	4.415037499278844
GO:0002545	1.5849625007211563
GO:0002546	0.0
GO:0002547	0.0
GO:0002548	0.4150374992788438
GO:0002549	0.0
GO:0002550	0.0
GO:0002551	0.0
GO:0002552	0.0
GO:0002553	0.0
GO:0002554	0.0
GO:0002555	0.0
GO:0002556	0.0
GO:0002557	0.0
GO:0002558	0.0
GO:0002559	0.0
GO:0002560	4.392317422778761
